image,set
ISIC_0013559_downsampled,train
ISIC_0031438,train
ISIC_0058215,train
ISIC_0027545,train
ISIC_0027431,train
ISIC_0032327,train
ISIC_0025821,train
ISIC_0062540,train
ISIC_0068329,train
ISIC_0026213,train
ISIC_0067150,train
ISIC_0033317,train
ISIC_0056369,train
ISIC_0029111,train
ISIC_0068666,train
ISIC_0063756,train
ISIC_0062339,train
ISIC_0000297,train
ISIC_0056914,train
ISIC_0013794_downsampled,train
ISIC_0000288,train
ISIC_0059147,train
ISIC_0033390,train
ISIC_0025834,train
ISIC_0029234,train
ISIC_0058328,train
ISIC_0063465,train
ISIC_0068175,train
ISIC_0025212,train
ISIC_0065848,train
ISIC_0030684,train
ISIC_0066575,train
ISIC_0058158,train
ISIC_0028250,train
ISIC_0060279,train
ISIC_0033969,train
ISIC_0070812,train
ISIC_0058633,train
ISIC_0032824,train
ISIC_0066858,train
ISIC_0068467,train
ISIC_0014597_downsampled,train
ISIC_0060924,train
ISIC_0025553,train
ISIC_0061429,train
ISIC_0053750,train
ISIC_0073154,train
ISIC_0028301,train
ISIC_0066529,train
ISIC_0027011,train
ISIC_0028353,train
ISIC_0067565,train
ISIC_0062923,train
ISIC_0057849,train
ISIC_0014636_downsampled,train
ISIC_0064079,train
ISIC_0034316,train
ISIC_0067756,train
ISIC_0032440,train
ISIC_0056818,train
ISIC_0059745,train
ISIC_0057404,train
ISIC_0031941,train
ISIC_0063810,train
ISIC_0031808,train
ISIC_0067156,train
ISIC_0014903_downsampled,train
ISIC_0033801,train
ISIC_0066263,train
ISIC_0029939,train
ISIC_0000232,train
ISIC_0029548,train
ISIC_0000469,train
ISIC_0058587,train
ISIC_0065995,train
ISIC_0028741,train
ISIC_0065210,train
ISIC_0056508,train
ISIC_0001367_downsampled,train
ISIC_0065637,train
ISIC_0000277,train
ISIC_0027653,train
ISIC_0053924,train
ISIC_0027489,train
ISIC_0065439,train
ISIC_0033161,train
ISIC_0033740,train
ISIC_0015041_downsampled,train
ISIC_0029913,train
ISIC_0027073,train
ISIC_0029780,train
ISIC_0056275,train
ISIC_0071400,train
ISIC_0065142,train
ISIC_0056496,train
ISIC_0059107,train
ISIC_0014432_downsampled,train
ISIC_0034161,train
ISIC_0025886,train
ISIC_0029153,train
ISIC_0072573,train
ISIC_0056876,train
ISIC_0012147_downsampled,train
ISIC_0071832,train
ISIC_0030791,train
ISIC_0071276,train
ISIC_0058195,train
ISIC_0026889,train
ISIC_0034012,train
ISIC_0014441_downsampled,train
ISIC_0010379,train
ISIC_0056037,train
ISIC_0066256,train
ISIC_0062867,train
ISIC_0056723,train
ISIC_0064270,train
ISIC_0026870,train
ISIC_0033407,train
ISIC_0027665,train
ISIC_0061133,train
ISIC_0058392,train
ISIC_0062609,train
ISIC_0054861,train
ISIC_0067390,train
ISIC_0026793,train
ISIC_0032503,train
ISIC_0032989,train
ISIC_0056665,train
ISIC_0031713,train
ISIC_0068118,train
ISIC_0034315,train
ISIC_0030958,train
ISIC_0053473,train
ISIC_0059374,train
ISIC_0025306,train
ISIC_0027230,train
ISIC_0012989_downsampled,train
ISIC_0058027,train
ISIC_0014654_downsampled,train
ISIC_0068356,train
ISIC_0070077,train
ISIC_0062251,train
ISIC_0031024,train
ISIC_0072348,train
ISIC_0028470,train
ISIC_0063001,train
ISIC_0026764,train
ISIC_0031660,train
ISIC_0064420,train
ISIC_0027850,train
ISIC_0058222,train
ISIC_0064803,train
ISIC_0029309,train
ISIC_0062411,train
ISIC_0069542,train
ISIC_0025882,train
ISIC_0061250,train
ISIC_0025536,train
ISIC_0009939,train
ISIC_0067623,train
ISIC_0055550,train
ISIC_0029067,train
ISIC_0060171,train
ISIC_0000002,train
ISIC_0025104,train
ISIC_0071062,train
ISIC_0067242,train
ISIC_0015125_downsampled,train
ISIC_0064412,train
ISIC_0031960,train
ISIC_0032328,train
ISIC_0066603,train
ISIC_0033030,train
ISIC_0063921,train
ISIC_0025169,train
ISIC_0061241,train
ISIC_0053664,train
ISIC_0032061,train
ISIC_0066482,train
ISIC_0053584,train
ISIC_0027045,train
ISIC_0033529,train
ISIC_0054357,train
ISIC_0057442,train
ISIC_0026770,train
ISIC_0059571,train
ISIC_0072377,train
ISIC_0064517,train
ISIC_0055351,train
ISIC_0064663,train
ISIC_0013965_downsampled,train
ISIC_0060055,train
ISIC_0070784,train
ISIC_0031349,train
ISIC_0073056,train
ISIC_0055400,train
ISIC_0066106,train
ISIC_0030287,train
ISIC_0029526,train
ISIC_0032338,train
ISIC_0031553,train
ISIC_0058636,train
ISIC_0032349,train
ISIC_0064108,train
ISIC_0061114,train
ISIC_0030837,train
ISIC_0028195,train
ISIC_0069941,train
ISIC_0030139,train
ISIC_0032852,train
ISIC_0033326,train
ISIC_0064997,train
ISIC_0054855,train
ISIC_0013480_downsampled,train
ISIC_0070261,train
ISIC_0061105,train
ISIC_0015043_downsampled,train
ISIC_0000104_downsampled,train
ISIC_0009868,train
ISIC_0026043,train
ISIC_0058367,train
ISIC_0054150,train
ISIC_0056270,train
ISIC_0057121,train
ISIC_0028325,train
ISIC_0054635,train
ISIC_0072096,train
ISIC_0028712,train
ISIC_0025387,train
ISIC_0055085,train
ISIC_0029318,train
ISIC_0059569,train
ISIC_0058041,train
ISIC_0064868,train
ISIC_0026251,train
ISIC_0028336,train
ISIC_0063382,train
ISIC_0072523,train
ISIC_0072066,train
ISIC_0070321,train
ISIC_0072046,train
ISIC_0053620,train
ISIC_0034304,train
ISIC_0072364,train
ISIC_0059267,train
ISIC_0024813,train
ISIC_0032973,train
ISIC_0009995,train
ISIC_0014537_downsampled,train
ISIC_0028354,train
ISIC_0000200,train
ISIC_0066349,train
ISIC_0030661,train
ISIC_0028639,train
ISIC_0034036,train
ISIC_0013229_downsampled,train
ISIC_0029549,train
ISIC_0014822_downsampled,train
ISIC_0011104,train
ISIC_0054451,train
ISIC_0026103,train
ISIC_0056691,train
ISIC_0070035,train
ISIC_0072015,train
ISIC_0010003,train
ISIC_0067201,train
ISIC_0070201,train
ISIC_0069023,train
ISIC_0026010,train
ISIC_0061806,train
ISIC_0011336,train
ISIC_0072189,train
ISIC_0015959_downsampled,train
ISIC_0013803_downsampled,train
ISIC_0026055,train
ISIC_0028681,train
ISIC_0013089_downsampled,train
ISIC_0028740,train
ISIC_0024820,train
ISIC_0013595_downsampled,train
ISIC_0032051,train
ISIC_0028540,train
ISIC_0028653,train
ISIC_0066949,train
ISIC_0057326,train
ISIC_0067864,train
ISIC_0070997,train
ISIC_0030648,train
ISIC_0026303,train
ISIC_0053550,train
ISIC_0009930,train
ISIC_0028592,train
ISIC_0032920,train
ISIC_0054065,train
ISIC_0031172,train
ISIC_0033414,train
ISIC_0032279,train
ISIC_0068633,train
ISIC_0029730,train
ISIC_0072778,train
ISIC_0068009,train
ISIC_0054797,train
ISIC_0015980_downsampled,train
ISIC_0065699,train
ISIC_0059017,train
ISIC_0060630,train
ISIC_0030784,train
ISIC_0069459,train
ISIC_0029941,train
ISIC_0061329,train
ISIC_0056988,train
ISIC_0055270,train
ISIC_0033844,train
ISIC_0064320,train
ISIC_0066960,train
ISIC_0071583,train
ISIC_0070252,train
ISIC_0059166,train
ISIC_0031552,train
ISIC_0067228,train
ISIC_0030213,train
ISIC_0067498,train
ISIC_0061354,train
ISIC_0030738,train
ISIC_0068313,train
ISIC_0024560,train
ISIC_0064681,train
ISIC_0029749,train
ISIC_0029197,train
ISIC_0029863,train
ISIC_0071519,train
ISIC_0068692,train
ISIC_0013606_downsampled,train
ISIC_0031834,train
ISIC_0073060,train
ISIC_0071590,train
ISIC_0034034,train
ISIC_0030658,train
ISIC_0027877,train
ISIC_0061052,train
ISIC_0030665,train
ISIC_0034179,train
ISIC_0072602,train
ISIC_0000113_downsampled,train
ISIC_0013600_downsampled,train
ISIC_0056709,train
ISIC_0016019_downsampled,train
ISIC_0063970,train
ISIC_0014386_downsampled,train
ISIC_0059254,train
ISIC_0031889,train
ISIC_0028212,train
ISIC_0060245,train
ISIC_0033614,train
ISIC_0062341,train
ISIC_0069903,train
ISIC_0063808,train
ISIC_0000150_downsampled,train
ISIC_0073022,train
ISIC_0071800,train
ISIC_0055167,train
ISIC_0054764,train
ISIC_0071093,train
ISIC_0026373,train
ISIC_0062172,train
ISIC_0027638,train
ISIC_0015132_downsampled,train
ISIC_0028902,train
ISIC_0032427,train
ISIC_0072907,train
ISIC_0067030,train
ISIC_0033491,train
ISIC_0013104_downsampled,train
ISIC_0063683,train
ISIC_0026451,train
ISIC_0072086,train
ISIC_0059944,train
ISIC_0054940,train
ISIC_0063285,train
ISIC_0063250,train
ISIC_0030056,train
ISIC_0013310_downsampled,train
ISIC_0011387,train
ISIC_0028155,train
ISIC_0032740,train
ISIC_0028670,train
ISIC_0029094,train
ISIC_0060850,train
ISIC_0064763,train
ISIC_0024381,train
ISIC_0068454,train
ISIC_0032542,train
ISIC_0064021,train
ISIC_0034141,train
ISIC_0025721,train
ISIC_0065904,train
ISIC_0063495,train
ISIC_0025878,train
ISIC_0071615,train
ISIC_0062084,train
ISIC_0061276,train
ISIC_0069799,train
ISIC_0060120,train
ISIC_0032589,train
ISIC_0030663,train
ISIC_0029955,train
ISIC_0032854,train
ISIC_0063155,train
ISIC_0000114_downsampled,train
ISIC_0000058_downsampled,train
ISIC_0012492_downsampled,train
ISIC_0013917_downsampled,train
ISIC_0056771,train
ISIC_0007788_downsampled,train
ISIC_0056540,train
ISIC_0013682_downsampled,train
ISIC_0056736,train
ISIC_0034219,train
ISIC_0061194,train
ISIC_0057875,train
ISIC_0065672,train
ISIC_0033113,train
ISIC_0070256,train
ISIC_0066070,train
ISIC_0058404,train
ISIC_0032698,train
ISIC_0063072,train
ISIC_0062628,train
ISIC_0030619,train
ISIC_0072536,train
ISIC_0027532,train
ISIC_0060091,train
ISIC_0029813,train
ISIC_0072028,train
ISIC_0031471,train
ISIC_0033636,train
ISIC_0024880,train
ISIC_0073189,train
ISIC_0015293_downsampled,train
ISIC_0032576,train
ISIC_0056058,train
ISIC_0066434,train
ISIC_0057882,train
ISIC_0025446,train
ISIC_0027670,train
ISIC_0061189,train
ISIC_0033525,train
ISIC_0029947,train
ISIC_0059200,train
ISIC_0009962,train
ISIC_0012741_downsampled,train
ISIC_0065047,train
ISIC_0058864,train
ISIC_0063386,train
ISIC_0026372,train
ISIC_0030878,train
ISIC_0027950,train
ISIC_0067519,train
ISIC_0026071,train
ISIC_0029000,train
ISIC_0009860_downsampled,train
ISIC_0055358,train
ISIC_0027685,train
ISIC_0014059_downsampled,train
ISIC_0030436,train
ISIC_0054833,train
ISIC_0027113,train
ISIC_0028347,train
ISIC_0014848_downsampled,train
ISIC_0028889,train
ISIC_0064836,train
ISIC_0063444,train
ISIC_0054859,train
ISIC_0027012,train
ISIC_0011200,train
ISIC_0072847,train
ISIC_0063714,train
ISIC_0060572,train
ISIC_0014177_downsampled,train
ISIC_0000134_downsampled,train
ISIC_0067543,train
ISIC_0057746,train
ISIC_0031417,train
ISIC_0031971,train
ISIC_0027441,train
ISIC_0026742,train
ISIC_0061287,train
ISIC_0026093,train
ISIC_0059707,train
ISIC_0029692,train
ISIC_0072440,train
ISIC_0024981,train
ISIC_0009964,train
ISIC_0061832,train
ISIC_0063602,train
ISIC_0032498,train
ISIC_0032565,train
ISIC_0033455,train
ISIC_0066039,train
ISIC_0000258,train
ISIC_0062484,train
ISIC_0061747,train
ISIC_0033615,train
ISIC_0065292,train
ISIC_0027619,train
ISIC_0069934,train
ISIC_0031220,train
ISIC_0029995,train
ISIC_0072043,train
ISIC_0060739,train
ISIC_0028753,train
ISIC_0067771,train
ISIC_0058335,train
ISIC_0055993,train
ISIC_0063143,train
ISIC_0053510,train
ISIC_0055581,train
ISIC_0054422,train
ISIC_0024414,train
ISIC_0025983,train
ISIC_0070273,train
ISIC_0027419,train
ISIC_0026366,train
ISIC_0000197_downsampled,train
ISIC_0063621,train
ISIC_0068680,train
ISIC_0029658,train
ISIC_0072897,train
ISIC_0064300,train
ISIC_0063903,train
ISIC_0069476,train
ISIC_0061783,train
ISIC_0060330,train
ISIC_0055858,train
ISIC_0025299,train
ISIC_0058147,train
ISIC_0025369,train
ISIC_0066162,train
ISIC_0000103_downsampled,train
ISIC_0031248,train
ISIC_0070721,train
ISIC_0030445,train
ISIC_0026709,train
ISIC_0029597,train
ISIC_0067227,train
ISIC_0066615,train
ISIC_0031054,train
ISIC_0028927,train
ISIC_0024773,train
ISIC_0055320,train
ISIC_0025153,train
ISIC_0027799,train
ISIC_0032126,train
ISIC_0054905,train
ISIC_0069761,train
ISIC_0030982,train
ISIC_0033318,train
ISIC_0032106,train
ISIC_0063640,train
ISIC_0072484,train
ISIC_0065145,train
ISIC_0031164,train
ISIC_0066236,train
ISIC_0024466,train
ISIC_0012469_downsampled,train
ISIC_0032977,train
ISIC_0070775,train
ISIC_0054054,train
ISIC_0069724,train
ISIC_0024976,train
ISIC_0033252,train
ISIC_0062110,train
ISIC_0027413,train
ISIC_0014162_downsampled,train
ISIC_0059608,train
ISIC_0026578,train
ISIC_0056676,train
ISIC_0054582,train
ISIC_0057257,train
ISIC_0069026,train
ISIC_0001299_downsampled,train
ISIC_0070577,train
ISIC_0054826,train
ISIC_0063027,train
ISIC_0032584,train
ISIC_0070339,train
ISIC_0065615,train
ISIC_0069321,train
ISIC_0056668,train
ISIC_0032966,train
ISIC_0066404,train
ISIC_0064829,train
ISIC_0060588,train
ISIC_0014606_downsampled,train
ISIC_0071069,train
ISIC_0059750,train
ISIC_0070991,train
ISIC_0056519,train
ISIC_0015386_downsampled,train
ISIC_0057338,train
ISIC_0025396,train
ISIC_0000433_downsampled,train
ISIC_0016006_downsampled,train
ISIC_0031227,train
ISIC_0070622,train
ISIC_0058741,train
ISIC_0069084,train
ISIC_0072745,train
ISIC_0056663,train
ISIC_0024946,train
ISIC_0065417,train
ISIC_0068883,train
ISIC_0060962,train
ISIC_0000029_downsampled,train
ISIC_0059212,train
ISIC_0027944,train
ISIC_0000223,train
ISIC_0013836_downsampled,train
ISIC_0032574,train
ISIC_0066395,train
ISIC_0026001,train
ISIC_0054118,train
ISIC_0073161,train
ISIC_0056908,train
ISIC_0031306,train
ISIC_0031644,train
ISIC_0055397,train
ISIC_0058091,train
ISIC_0059701,train
ISIC_0063610,train
ISIC_0033509,train
ISIC_0061943,train
ISIC_0028885,train
ISIC_0071546,train
ISIC_0034312,train
ISIC_0057818,train
ISIC_0059354,train
ISIC_0028407,train
ISIC_0059692,train
ISIC_0072508,train
ISIC_0067649,train
ISIC_0059600,train
ISIC_0055806,train
ISIC_0056128,train
ISIC_0060718,train
ISIC_0025891,train
ISIC_0027997,train
ISIC_0072658,train
ISIC_0059457,train
ISIC_0054227,train
ISIC_0060829,train
ISIC_0057484,train
ISIC_0068334,train
ISIC_0034311,train
ISIC_0064480,train
ISIC_0071013,train
ISIC_0062345,train
ISIC_0053710,train
ISIC_0014157_downsampled,train
ISIC_0027499,train
ISIC_0012949_downsampled,train
ISIC_0056942,train
ISIC_0033332,train
ISIC_0062093,train
ISIC_0025424,train
ISIC_0064280,train
ISIC_0072777,train
ISIC_0030906,train
ISIC_0065823,train
ISIC_0031843,train
ISIC_0033445,train
ISIC_0000473_downsampled,train
ISIC_0067000,train
ISIC_0053783,train
ISIC_0062400,train
ISIC_0024950,train
ISIC_0053491,train
ISIC_0029986,train
ISIC_0031256,train
ISIC_0066820,train
ISIC_0062131,train
ISIC_0027302,train
ISIC_0066301,train
ISIC_0027844,train
ISIC_0026475,train
ISIC_0071333,train
ISIC_0062125,train
ISIC_0063190,train
ISIC_0066539,train
ISIC_0027380,train
ISIC_0064462,train
ISIC_0027477,train
ISIC_0027006,train
ISIC_0058857,train
ISIC_0030399,train
ISIC_0033501,train
ISIC_0010327,train
ISIC_0025863,train
ISIC_0029531,train
ISIC_0055280,train
ISIC_0054381,train
ISIC_0026063,train
ISIC_0029643,train
ISIC_0063391,train
ISIC_0031028,train
ISIC_0069363,train
ISIC_0054640,train
ISIC_0031580,train
ISIC_0033906,train
ISIC_0056201,train
ISIC_0061738,train
ISIC_0055555,train
ISIC_0025238,train
ISIC_0059564,train
ISIC_0026779,train
ISIC_0062451,train
ISIC_0061474,train
ISIC_0032697,train
ISIC_0059087,train
ISIC_0029875,train
ISIC_0055549,train
ISIC_0059306,train
ISIC_0067211,train
ISIC_0024476,train
ISIC_0058984,train
ISIC_0069942,train
ISIC_0013360_downsampled,train
ISIC_0062733,train
ISIC_0024390,train
ISIC_0027296,train
ISIC_0067663,train
ISIC_0014989_downsampled,train
ISIC_0064325,train
ISIC_0012941_downsampled,train
ISIC_0060705,train
ISIC_0015168_downsampled,train
ISIC_0069120,train
ISIC_0024979,train
ISIC_0010192,train
ISIC_0058434,train
ISIC_0032758,train
ISIC_0065645,train
ISIC_0027593,train
ISIC_0025056,train
ISIC_0027389,train
ISIC_0072507,train
ISIC_0070541,train
ISIC_0055346,train
ISIC_0026331,train
ISIC_0032573,train
ISIC_0057668,train
ISIC_0026164,train
ISIC_0067633,train
ISIC_0032765,train
ISIC_0069858,train
ISIC_0000268,train
ISIC_0012322_downsampled,train
ISIC_0057385,train
ISIC_0033102,train
ISIC_0069177,train
ISIC_0011363,train
ISIC_0034119,train
ISIC_0053851,train
ISIC_0025405,train
ISIC_0013287_downsampled,train
ISIC_0032915,train
ISIC_0025604,train
ISIC_0063777,train
ISIC_0026662,train
ISIC_0067869,train
ISIC_0061613,train
ISIC_0055007,train
ISIC_0032184,train
ISIC_0033635,train
ISIC_0060981,train
ISIC_0053971,train
ISIC_0066925,train
ISIC_0010582,train
ISIC_0013399_downsampled,train
ISIC_0013012_downsampled,train
ISIC_0065043,train
ISIC_0033808,train
ISIC_0057857,train
ISIC_0066224,train
ISIC_0033284,train
ISIC_0014612_downsampled,train
ISIC_0030117,train
ISIC_0032355,train
ISIC_0066630,train
ISIC_0033948,train
ISIC_0011344,train
ISIC_0030823,train
ISIC_0012377_downsampled,train
ISIC_0032524,train
ISIC_0057114,train
ISIC_0029704,train
ISIC_0015034_downsampled,train
ISIC_0060105,train
ISIC_0033094,train
ISIC_0028282,train
ISIC_0032615,train
ISIC_0057364,train
ISIC_0061072,train
ISIC_0055327,train
ISIC_0033496,train
ISIC_0027034,train
ISIC_0000179_downsampled,train
ISIC_0012357_downsampled,train
ISIC_0070148,train
ISIC_0024684,train
ISIC_0013031_downsampled,train
ISIC_0062090,train
ISIC_0013518_downsampled,train
ISIC_0059419,train
ISIC_0011359,train
ISIC_0032180,train
ISIC_0029595,train
ISIC_0056110,train
ISIC_0030559,train
ISIC_0028123,train
ISIC_0068573,train
ISIC_0029484,train
ISIC_0026381,train
ISIC_0069283,train
ISIC_0033664,train
ISIC_0006914_downsampled,train
ISIC_0064728,train
ISIC_0025984,train
ISIC_0061940,train
ISIC_0071962,train
ISIC_0031462,train
ISIC_0028899,train
ISIC_0030395,train
ISIC_0032105,train
ISIC_0014726_downsampled,train
ISIC_0014697_downsampled,train
ISIC_0067200,train
ISIC_0026511,train
ISIC_0059252,train
ISIC_0024621,train
ISIC_0028315,train
ISIC_0032343,train
ISIC_0053715,train
ISIC_0015015_downsampled,train
ISIC_0032384,train
ISIC_0070501,train
ISIC_0057427,train
ISIC_0030002,train
ISIC_0028808,train
ISIC_0033549,train
ISIC_0069661,train
ISIC_0025172,train
ISIC_0027202,train
ISIC_0057947,train
ISIC_0032886,train
ISIC_0054715,train
ISIC_0013596_downsampled,train
ISIC_0053752,train
ISIC_0055829,train
ISIC_0064699,train
ISIC_0010571,train
ISIC_0064604,train
ISIC_0065909,train
ISIC_0014684_downsampled,train
ISIC_0058604,train
ISIC_0061571,train
ISIC_0032570,train
ISIC_0026405,train
ISIC_0027339,train
ISIC_0028240,train
ISIC_0056463,train
ISIC_0031701,train
ISIC_0030858,train
ISIC_0070182,train
ISIC_0032254,train
ISIC_0024748,train
ISIC_0032997,train
ISIC_0064062,train
ISIC_0032552,train
ISIC_0027429,train
ISIC_0063081,train
ISIC_0055060,train
ISIC_0058155,train
ISIC_0063124,train
ISIC_0028644,train
ISIC_0026861,train
ISIC_0030505,train
ISIC_0068632,train
ISIC_0029433,train
ISIC_0000393_downsampled,train
ISIC_0058787,train
ISIC_0029804,train
ISIC_0062535,train
ISIC_0029693,train
ISIC_0067956,train
ISIC_0027422,train
ISIC_0071501,train
ISIC_0071362,train
ISIC_0062962,train
ISIC_0028225,train
ISIC_0000546,train
ISIC_0012187_downsampled,train
ISIC_0029423,train
ISIC_0028275,train
ISIC_0014739_downsampled,train
ISIC_0029577,train
ISIC_0032634,train
ISIC_0026696,train
ISIC_0010029,train
ISIC_0069402,train
ISIC_0060023,train
ISIC_0054373,train
ISIC_0027544,train
ISIC_0054527,train
ISIC_0070436,train
ISIC_0030717,train
ISIC_0024719,train
ISIC_0030886,train
ISIC_0057185,train
ISIC_0068388,train
ISIC_0000332,train
ISIC_0027166,train
ISIC_0065662,train
ISIC_0032224,train
ISIC_0072537,train
ISIC_0066450,train
ISIC_0058428,train
ISIC_0067576,train
ISIC_0072051,train
ISIC_0067226,train
ISIC_0031505,train
ISIC_0067044,train
ISIC_0062874,train
ISIC_0029292,train
ISIC_0056883,train
ISIC_0067011,train
ISIC_0031108,train
ISIC_0057353,train
ISIC_0014346_downsampled,train
ISIC_0033674,train
ISIC_0063971,train
ISIC_0073235,train
ISIC_0030673,train
ISIC_0024473,train
ISIC_0029134,train
ISIC_0027963,train
ISIC_0013845_downsampled,train
ISIC_0000165,train
ISIC_0014919_downsampled,train
ISIC_0057737,train
ISIC_0064819,train
ISIC_0025144,train
ISIC_0058914,train
ISIC_0059182,train
ISIC_0056875,train
ISIC_0025115,train
ISIC_0025566,train
ISIC_0013411_downsampled,train
ISIC_0031753,train
ISIC_0068758,train
ISIC_0061904,train
ISIC_0054877,train
ISIC_0032350,train
ISIC_0066664,train
ISIC_0062426,train
ISIC_0069255,train
ISIC_0072574,train
ISIC_0056982,train
ISIC_0025509,train
ISIC_0068545,train
ISIC_0025397,train
ISIC_0027046,train
ISIC_0031878,train
ISIC_0064543,train
ISIC_0054625,train
ISIC_0032841,train
ISIC_0029582,train
ISIC_0059432,train
ISIC_0054887,train
ISIC_0007156_downsampled,train
ISIC_0054882,train
ISIC_0013983_downsampled,train
ISIC_0067174,train
ISIC_0031647,train
ISIC_0060744,train
ISIC_0065029,train
ISIC_0062997,train
ISIC_0062581,train
ISIC_0072822,train
ISIC_0062371,train
ISIC_0024966,train
ISIC_0072824,train
ISIC_0030237,train
ISIC_0055641,train
ISIC_0024521,train
ISIC_0063093,train
ISIC_0054442,train
ISIC_0061971,train
ISIC_0061220,train
ISIC_0032149,train
ISIC_0056904,train
ISIC_0053507,train
ISIC_0032002,train
ISIC_0026227,train
ISIC_0032659,train
ISIC_0070492,train
ISIC_0027622,train
ISIC_0066214,train
ISIC_0012390_downsampled,train
ISIC_0068117,train
ISIC_0067582,train
ISIC_0032743,train
ISIC_0025899,train
ISIC_0056055,train
ISIC_0055638,train
ISIC_0027916,train
ISIC_0057307,train
ISIC_0024407,train
ISIC_0032076,train
ISIC_0063014,train
ISIC_0000900_downsampled,train
